agency,debtcode,zip,city,state,offset_count,offset_amt,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37075,HENDERSONVILLE,TN,1,217.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37122,MOUNT JULIET,TN,3,453.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37127,MURFREESBORO,TN,1,4.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37128,MURFREESBORO,TN,2,238.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37174,SPRING HILL,TN,1,116,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37204,NASHVILLE,TN,1,117.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37207,NASHVILLE,TN,1,481,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37211,NASHVILLE,TN,2,243,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37221,NASHVILLE,TN,2,142,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37379,SODDY DAISY,TN,1,54.37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37801,MARYVILLE,TN,1,118,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37813,MORRISTOWN,TN,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,37921,KNOXVILLE,TN,1,471,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38016,CORDOVA,TN,1,366,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38018,CORDOVA,TN,1,6.71,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38106,MEMPHIS,TN,1,309,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38115,MEMPHIS,TN,1,13.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38141,MEMPHIS,TN,1,32.85,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38301,JACKSON,TN,1,115,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38358,MILAN,TN,1,139.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38654,OLIVE BRANCH,MS,2,8.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38671,SOUTHAVEN,MS,2,671,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38773,SHAW,MS,1,505,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38834,CORINTH,MS,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,38930,GREENWOOD,MS,2,375,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,39047,BRANDON,MS,1,61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,39206,JACKSON,MS,2,387.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,39307,MERIDIAN,MS,1,934.76,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,39501,GULFPORT,MS,1,976,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,39759,STARKVILLE,MS,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40155,MULDRAUGH,KY,1,10,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40202,LOUISVILLE,KY,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40205,LOUISVILLE,KY,2,155,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40207,LOUISVILLE,KY,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40243,LOUISVILLE,KY,1,20,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40509,LEXINGTON,KY,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,40515,LEXINGTON,KY,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,41016,LUDLOW,KY,1,12.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,41085,SILVER GROVE,KY,1,305,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,42071,MURRAY,KY,1,258.12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,42303,OWENSBORO,KY,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,42503,SOMERSET,KY,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43015,DELAWARE,OH,1,269.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43035,LEWIS CENTER,OH,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43206,COLUMBUS,OH,2,534.31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43209,COLUMBUS,OH,1,829,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43213,COLUMBUS,OH,1,341,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43215,COLUMBUS,OH,2,355,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43228,COLUMBUS,OH,2,123,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43512,DEFIANCE,OH,1,119,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43516,DESHLER,OH,1,122,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43604,TOLEDO,OH,1,37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43608,TOLEDO,OH,1,841,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43612,TOLEDO,OH,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,43615,TOLEDO,OH,1,174,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,44106,CLEVELAND,OH,2,95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,44128,CLEVELAND,OH,1,490,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,44145,WESTLAKE,OH,1,22.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,44281,WADSWORTH,OH,1,17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,44632,HARTVILLE,OH,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,45040,MASON,OH,1,4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,45103,BATAVIA,OH,1,91.41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,45209,CINCINNATI,OH,1,13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,45243,CINCINNATI,OH,1,29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,45449,DAYTON,OH,1,23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46032,CARMEL,IN,1,31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46038,FISHERS,IN,1,237,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46052,LEBANON,IN,1,24.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46060,NOBLESVILLE,IN,2,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46062,WESTFIELD,IN,1,47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46074,WESTFIELD,IN,1,35.32,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46112,BROWNSBURG,IN,1,160.86,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46201,INDIANAPOLIS,IN,2,664,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46202,INDIANAPOLIS,IN,1,31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46208,INDIANAPOLIS,IN,1,67.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46214,INDIANAPOLIS,IN,3,234.38,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46217,INDIANAPOLIS,IN,1,14.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46219,INDIANAPOLIS,IN,2,10.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46220,INDIANAPOLIS,IN,2,161.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46223,INDIANAPOLIS,IN,1,20.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46224,INDIANAPOLIS,IN,1,26.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46226,LAWRENCE,IN,1,34,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46227,INDIANAPOLIS,IN,3,300.12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46234,INDIANAPOLIS,IN,1,45.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46235,INDIANAPOLIS,IN,2,366,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46254,INDIANAPOLIS,IN,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46256,INDIANAPOLIS,IN,1,4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46268,INDIANAPOLIS,IN,1,5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46303,CEDAR LAKE,IN,7,1190.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46304,PORTER,IN,1,42,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46304,CHESTERTON,IN,4,698,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46307,CROWN POINT,IN,14,1796.61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46311,DYER,IN,10,1671.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46312,EAST CHICAGO,IN,67,16861.93,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46319,GRIFFITH,IN,31,6295.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46320,HAMMOND,IN,43,11886.09,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46321,EAST CHICAGO,IN,1,61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46321,MUNSTER,IN,10,1281.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46322,HIGHLAND,IN,28,2853.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46323,HAMMOND,IN,41,8149.59,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46324,HAMMOND,IN,43,10439.34,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46327,HAMMOND,IN,22,6404.44,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46342,HOBART,IN,7,723,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46356,LOWELL,IN,2,100.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46360,MICHIGAN CITY,IN,5,250.25,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46368,PORTAGE,IN,9,1223.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46373,SAINT JOHN,IN,8,935.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46373,ST JOHN,IN,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46375,SCHERERVILLE,IN,11,2111.86,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46375,CROWN POINT,IN,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46383,VALPARAISO,IN,7,1545.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46385,VALPARAISO,IN,3,162.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46391,WESTVILLE,IN,1,142,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46394,WHITING,IN,14,4423.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46402,GARY,IN,20,6574.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46403,GARY,IN,15,4583.22,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46404,GARY,IN,41,9243.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46405,LAKE STATION,IN,3,598.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46406,GARY,IN,10,1738.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46407,GARY,IN,25,7176.51,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46408,GARY,IN,21,4420.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46409,GARY,IN,15,4632.84,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46410,MERRIVILLE,IN,2,732,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46410,MERRILLVILLE,IN,34,7408.42,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46511,CULVER,IN,1,60.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46516,ELKHART,IN,2,1369.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46517,ELKHART,IN,1,75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46534,KNOX,IN,1,80.29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46544,MISHAWAKA,IN,1,584.36,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46545,MISHAWAKA,IN,1,2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46614,SOUTH BEND,IN,1,1068.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46619,SOUTH BEND,IN,3,1152.13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46628,SOUTH BEND,IN,2,224.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46637,SOUTH BEND,IN,1,390.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46703,ANGOLA,IN,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46761,LAGRANGE,IN,1,432,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46767,LIGONIER,IN,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46803,FORT WAYNE,IN,2,114.11,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46804,FORT WAYNE,IN,1,528,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46815,FORT WAYNE,IN,1,290,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46901,KOKOMO,IN,1,262,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,46902,KOKOMO,IN,2,714.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47130,JEFFERSONVILLE,IN,1,94.14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47303,MUNCIE,IN,1,180,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47362,NEW CASTLE,IN,1,385,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47404,BLOOMINGTON,IN,1,91,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47433,GOSPORT,IN,1,500.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47807,TERRE HAUTE,IN,1,0.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47901,LAFAYETTE,IN,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47904,LAFAYETTE,IN,1,135,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47905,LAFAYETTE,IN,2,26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,47909,LAFAYETTE,IN,3,1170.32,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48103,ANN ARBOR,MI,1,23.57,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48135,GARDEN CITY,MI,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48150,LIVONIA,MI,1,112,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48154,LIVONIA,MI,1,12.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48208,DETROIT,MI,1,40.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48221,DETROIT,MI,2,136.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48236,GROSSE POINTE WOOD,MI,1,98,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48323,WEST BLOOMFIELD,MI,1,83,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48331,FARMINGTON HILLS,MI,2,390.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48507,FLINT,MI,1,1.37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48850,LAKEVIEW,MI,1,11.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48858,MT PLEASANT,MI,1,258.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,48917,LANSING,MI,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49008,KALAMAZOO,MI,1,9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49013,BANGOR,MI,1,112.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49017,BATTLE CREEK,MI,1,92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49022,BENTON HARBOR,MI,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49047,DOWAGIAC,MI,1,3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49079,PAW PAW,MI,1,424,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49083,RICHLAND,MI,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49085,SAINT JOSEPH,MI,1,119.51,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49120,NILES,MI,1,121,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49127,STEVENSVILLE,MI,1,100,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49203,JACKSON,MI,1,156,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49408,FENNVILLE,MI,1,1.55,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49422,HOLLAND,MI,1,2.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49423,HOLLAND,MI,1,94.79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49424,HOLLAND,MI,1,420,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49501,GRAND RAPIDS,MI,1,11.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49503,GRAND RAPIDS,MI,2,169.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49504,GRAND RAPIDS,MI,1,29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49505,GRAND RAPIDS,MI,2,128.42,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49506,GRAND RAPIDS,MI,1,16,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49516,GRAND RAPIDS,MI,1,12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49801,IRON MOUNTAIN,MI,1,37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49841,GWINN,MI,1,75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,49858,MENOMINEE,MI,1,103,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50023,ANKENY,IA,1,2.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50131,JOHNSTON,IA,1,219.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50265,WEST DES MOINES,IA,1,12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50310,DES MOINES,IA,1,121,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50315,DES MOINES,IA,2,184,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50317,DES MOINES,IA,1,628,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50321,DES MOINES,IA,3,630,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50622,DENVER,IA,1,448,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,50702,WATERLOO,IA,1,257,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,51201,SHELDON,IA,1,314,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52001,DUBUQUE,IA,4,792.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52002,DUBUQUE,IA,1,881,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52240,IOWA CITY,IA,3,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52245,IOWA CITY,IA,1,131.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52246,IOWA CITY,IA,1,128,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52302,MARION,IA,1,9.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52401,CEDAR RAPIDS,IA,2,426.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52402,CEDAR RAPIDS,IA,1,63.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52403,CEDAR RAPIDS,IA,1,183.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52501,OTTUMWA,IA,1,113,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52577,OSKALOOSA,IA,1,78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52601,BURLINGTON,IA,1,238,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52641,MOUNT PLEASANT,IA,2,366,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52722,BETTENDORF,IA,3,357.27,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52732,CLINTON,IA,4,1541.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52748,ELDRIDGE,IA,2,182.32,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52753,LE CLAIRE,IA,1,20,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52761,MUSCATINE,IA,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52801,DAVENPORT,IA,1,33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52802,DAVENPORT,IA,1,454,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52803,DAVENPORT,IA,1,295,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52804,DAVENPORT,IA,2,292.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,52807,DAVENPORT,IA,3,648.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53020,ELKHART LAKE,WI,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53081,SHEBOYGAN,WI,1,436.36,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53101,BASSETT,WI,1,453,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53110,CUDAHY,WI,1,23.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53115,DELAVAN,WI,1,102,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53125,FONTANA,WI,2,486,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53128,GENOA CITY,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53132,FRANKLIN,WI,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53140,KENOSHA,WI,2,188.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53142,KENOSHA,WI,5,805.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53143,KENOSHA,WI,7,2492.96,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53144,KENOSHA,WI,4,642.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53147,LAKE GENEVA,WI,2,494.25,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53154,OAK CREEK,WI,1,173,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53158,PLEASANT PRAIRIE,WI,3,389,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53168,SALEM,WI,1,16.55,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53170,SILVER LAKE,WI,1,98,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53181,TWIN LAKES,WI,1,610,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53188,WAUKESHA,WI,1,5.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53191,WILLIAMS BAY,WI,1,263,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53202,MILWAUKEE,WI,2,327.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53204,MILWAUKEE,WI,1,177,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53207,MILWAUKEE,WI,1,82.21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53209,MILWAUKEE,WI,1,584.21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53214,MILWAUKEE,WI,1,5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53215,MILWAUKEE,WI,1,51,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53217,WHITEFISH BAY,WI,1,41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53218,MILWAUKEE,WI,3,1053,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53220,MILWAUKEE,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53220,GREENFIELD,WI,4,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53221,MILWAUKEE,WI,2,47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53221,GREENFIELD,WI,2,268.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53224,MILWAUKEE,WI,2,581,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53225,WAUWATOSA,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53226,WAUWATOSA,WI,1,488,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53227,MILWAUKEE,WI,1,5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53228,GREENFIELD,WI,1,400,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53402,RACINE,WI,1,325,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53405,RACINE,WI,1,150,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53406,MOUNT PLEASANT,WI,1,1.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53511,BELOIT,WI,3,645.35,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53538,FORT ATKINSON,WI,1,131.25,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53546,JANESVILLE,WI,2,663,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53566,MONROE,WI,1,93,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53581,RICHLAND CENTER,WI,3,398.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53590,SUN PRAIRIE,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53703,MADISON,WI,3,1063.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53711,MADISON,WI,5,875,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53713,FITCHBURG,WI,1,275,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53713,MADISON,WI,1,68.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53714,MADISON,WI,2,75.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53716,MONONA,WI,1,28,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53719,FITCHBURG,WI,1,698,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53901,PORTAGE,WI,1,182.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53916,BEAVER DAM,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
