agency,debtcode,zip,city,state,offset_count,offset_amt,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,53965,WISCONSIN DELLS,WI,1,621,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54173,SUAMICO,WI,1,66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54220,MANITOWOC,WI,1,632,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54241,TWO RIVERS,WI,1,9.53,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54303,GREEN BAY,WI,1,79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54304,GREEN BAY,WI,2,206.18,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54407,AMHERST JUNCTION,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54449,MARSHFIELD,WI,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54467,PLOVER,WI,1,780.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54521,EAGLE RIVER,WI,2,87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54701,EAU CLAIRE,WI,1,196.85,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54720,ALTOONA,WI,1,11,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54751,MENOMONIE,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54896,WINTER,WI,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54923,BERLIN,WI,1,132.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54956,NEENAH,WI,2,994,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54965,PINE RIVER,WI,1,10.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,54981,WAUPACA,WI,1,134,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55025,FOREST LAKE,MN,2,22.94,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55042,LAKE ELMO,MN,1,23.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55044,LAKEVILLE,MN,1,6.51,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55105,SAINT PAUL,MN,1,18.99,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55106,SAINT PAUL,MN,2,79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55108,SAINT PAUL,MN,1,189,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55113,SAINT PAUL,MN,2,268.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55117,SAINT PAUL,MN,2,82,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55129,WOODBURY,MN,1,6.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55303,RAMSEY,MN,3,703,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55337,BURNSVILLE,MN,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55372,PRIOR LAKE,MN,1,171.95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55379,SHAKOPEE,MN,1,14.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55404,MINNEAPOLIS,MN,1,64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55405,MINNEAPOLIS,MN,1,90,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55406,MINNEAPOLIS,MN,1,38,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55410,MINNEAPOLIS,MN,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55413,MINNEAPOLIS,MN,1,427,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55417,MINNEAPOLIS,MN,1,80.94,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55423,MINNEAPOLIS,MN,4,357.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55423,RICHFIELD,MN,3,412,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55427,NEW HOPE,MN,1,12.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55443,BROOKLYN PARK,MN,1,24.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55449,BLAINE,MN,1,10,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55806,DULUTH,MN,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55901,ROCHESTER,MN,6,572.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,55912,AUSTIN,MN,2,305,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,56304,SAINT CLOUD,MN,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,56345,LITTLE FALLS,MN,1,48,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,57301,MITCHELL,SD,1,397,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,57783,SPEARFISH,SD,1,14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,58201,GRAND FORKS,ND,1,220,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,59901,KALISPELL,MT,2,817.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,59932,SOMERS,MT,1,305,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60002,ANTIOCH,IL,29,3332.95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60004,ARLINGTON HEIGHTS,IL,89,14404.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60005,ARLINGTON HEIGHTS,IL,46,7207.9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60007,ELK GROVE VILLAGE,IL,58,8597.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60008,ROLLING MEADOWS,IL,42,5780.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,DEER PARK,IL,1,88.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,KILDEER,IL,1,13.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,INVERNESS,IL,3,341.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,LAKE BARRINGTON,IL,4,1450.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,BARRINGTON,IL,19,2351,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,SOUTH BARRINGTON,IL,1,22.04,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,NORTH BARRINGTON,IL,2,50,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,PORT BARRINGTON,IL,2,229.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60010,TOWER LAKES,IL,1,488,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60012,CRYSTAL LAKE,IL,6,1469.9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60013,CARY,IL,38,6821.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60013,OAKWOOD HILLS,IL,9,559.37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60014,VILLAGE OF LAKEWOO,IL,4,936.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60014,CRYSTAL LAKE,IL,43,6685.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60015,DEERFIELD,IL,36,4983.37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60016,DES PLAINES,IL,168,28969.67,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60017,DES PLAINES,IL,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60018,ROSEMONT,IL,17,3247.61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60018,DES PLAINES,IL,56,9769.69,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60020,FOX LAKE,IL,19,2163.43,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60020,ANTIOCH,IL,1,292.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60021,FOX RIVER GROVE,IL,8,900.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60022,GLENCOE,IL,5,425.85,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60025,GLENVIEW,IL,76,12911.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60026,GLENVIEW NASLENVIE,IL,1,33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60026,GLENVIEW,IL,16,4767.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60030,HAINESVILLE,IL,4,696.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60030,THIRD LAKE,IL,6,654.12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60030,GRAYSLAKE,IL,78,10942.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60031,GURNEE,IL,72,10010.31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60033,HARVARD,IL,12,2363.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60034,HEBRON,IL,1,366,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60035,HIGHLAND PARK,IL,37,4313.71,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60040,HIGHWOOD,IL,8,1101.66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60041,INGLESIDE,IL,15,2302.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60042,ISLAND LAKE,IL,11,1715,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60043,KENILWORTH,IL,5,303.42,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60044,LAKE BLUFF,IL,12,1193.04,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60045,METTAWA,IL,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60045,LAKE FOREST,IL,19,3481.72,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60046,LAKE VILLA,IL,33,5712.94,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60046,LINDENHURST,IL,28,5543.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60047,HAWTHORN WOODS,IL,8,779.51,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60047,LAKE ZURICH,IL,34,5697.18,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60047,KILDEER,IL,3,512.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60047,LONG GROVE,IL,5,1195.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60048,LIBERTYVILLE,IL,26,4004.89,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60050,MCHENRY,IL,38,4475.52,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60050,MCCULLOM LAKE,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60051,LAKEMOOR,IL,7,922.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60051,JOHNSBURG,IL,6,462.34,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60051,HOLIDAY HILLS,IL,2,414,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60051,MCHENRY,IL,20,2312.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60053,MORTON GROVE,IL,54,9468.14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60055,PALATINE,IL,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60056,CHICAGO,IL,1,438,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60056,MOUNT PROSPECT,IL,110,19824.24,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60060,MUNDELEIN,IL,66,8472.32,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60061,VERNON HILLS,IL,29,4046.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60062,NORTHBROOK,IL,50,5949.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60064,NORTH CHICAGO,IL,76,14652.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60065,NORTHBROOK,IL,2,481.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60067,PALATINE,IL,60,8637.15,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60067,INVERNESS,IL,5,444.71,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60067,PALATINE IL,IL,1,93,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60068,PARK RIDGE,IL,81,14339.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60069,LINCOLNSHIRE,IL,10,2502.86,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60070,PROSPECT HEIGHTS,IL,22,2690.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60071,RICHMOND,IL,3,742.69,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60072,RINGWOOD,IL,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,ROUND LAKE PARK,IL,10,1683.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,ROUND LAKE HEIGHTS,IL,7,1392.94,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,ROUND LAKE,IL,31,4591.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,ROIUND LAKE,IL,1,76,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,HAINESVILLE,IL,3,573.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,ROUND LAKE BEACH,IL,56,8482.33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60073,VOLO,IL,2,126,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60074,PALATINE,IL,81,11071.38,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60076,SKOKIE,IL,124,19882.36,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60077,SKOKIE,IL,97,16191.15,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60079,WAUKEGAN,IL,3,381.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60081,SPRING GROVE,IL,11,2191.06,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60083,WADSWORTH,IL,12,1440.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60083,BEACH PARK,IL,13,1364.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60084,WAUCONDA,IL,27,3195.53,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60085,PARK CITY,IL,16,1650.15,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60085,WAUKEGAN,IL,205,31945.76,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60085,PARKCITY,IL,1,67,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60087,WAUKEGAN,IL,75,11902.94,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60087,BEACH PARK,IL,6,563.35,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60088,GREAT LAKES,IL,7,1808.25,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60089,BUFFALO GROVE,IL,47,6231.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60090,WHEELING,IL,56,7610.62,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60091,WILMETTE,IL,36,5160.72,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60093,WINNETKA,IL,13,1680.43,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60093,NORTHFIELD,IL,16,2591.31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60096,WINTHROP HARBOR,IL,5,821.16,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60097,WONDER LAKE,IL,11,1500.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60098,BULL VALLEY,IL,1,50.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60098,WOODSTOCK,IL,43,8302.32,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60099,BEACH PARK,IL,12,1409.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60099,ZION,IL,98,16240.66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60101,ADDISON,IL,112,16254.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60102,ALGONQUIN,IL,46,6715.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60103,BARTLETT,IL,69,8565.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60104,BELLWOOD,IL,241,43730.12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60104,BELLEWOOD,IL,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60106,BENSENVILLE,IL,83,14278.98,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60107,STREAMWOOD,IL,121,18887.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60108,BLOOMINGDALE,IL,48,5648.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60110,CARPENTERSVILLE,IL,84,14854.69,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60112,CORTLAND,IL,3,311.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60113,CRESTON,IL,1,92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60113,DEKALB,IL,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60115,DEKALB,IL,158,27829.49,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60115,DE KALB,IL,1,536.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60118,SLEEPY HOLLOW,IL,3,360.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60118,WEST DUNDEE,IL,14,1426.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60118,DUNDEE,IL,6,873,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60118,WEST DUDEE,IL,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60118,EAST DUNDEE,IL,13,2251,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60119,ELBURN,IL,13,1830.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60119,CAMPTON HILLS,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60120,ELGIN,IL,138,18985,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60121,ELGIN,IL,1,10,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60123,ELGIN,IL,108,17700.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60124,ELGIN,IL,32,3663.53,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60126,ELMHURST,IL,78,12107.09,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60129,ESMOND,IL,1,122,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60130,FOREST PARK,IL,133,18374.18,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60131,FRANKLIN PARK,IL,98,20550.36,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60133,BARTLETT,IL,1,37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60133,HANOVER PARK,IL,83,15125.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60134,GENEVA,IL,34,3318.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60135,GENOA,IL,6,663.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60136,GILBERTS,IL,10,1987.14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60137,GLENN ELLYN,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60137,GLEN ELLYN,IL,55,9559.55,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60139,GLENDALE HEIGHTS,IL,92,15769.85,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60140,PINGREE GROVE,IL,16,2936.14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60140,HAMPSHIRE,IL,15,1579.9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60141,HINES,IL,4,566.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60142,HUNTLEY,IL,24,4090.21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60143,ITASCA,IL,17,3801.9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60145,KINGSTON,IL,3,940.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60146,KIRKLAND,IL,3,147.66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60148,LOMBARD,IL,132,23389.36,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60151,VIRGIL,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60151,MAPLE PARK,IL,3,543.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60152,MARENGO,IL,14,1619.9,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60153,MELROSE PARK,IL,1,142,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60153,MAYWOOD,IL,394,78719.98,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60153,CHICAGO,IL,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60154,WESTCHESTER,IL,106,17487.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60155,MAYWOOD,IL,1,390.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60155,BROADVIEW,IL,115,20468.04,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60156,LAKE IN THE HILLS,IL,48,5755.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60157,MEDINAH,IL,6,909.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60159,SCHAUMBURG,IL,1,6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60160,MELROSE PARK,IL,165,31437.16,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60161,MELROSE PARK,IL,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60162,HILLSIDE,IL,97,16357.58,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60162,HILL SIDE,IL,1,13.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60163,BERKELEY,IL,61,9702.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60164,MELROSE PARK,IL,49,8208.86,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60164,NORTHLAKE,IL,49,7495.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60165,STONE PARK,IL,34,4960.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60168,ROCELLE,IL,1,1019,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60169,HOFFMAN ESTATES,IL,69,10512.41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60171,RIVER GROVE,IL,66,10804.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60172,ROSELLE,IL,43,6190.63,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60173,SCHAUMBURG,IL,31,3441.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60174,PALATINE,IL,2,488,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60174,ST CHARLES,IL,5,400.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60174,SAINT CHARLES,IL,39,4858.88,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60175,ST CHARLES,IL,8,1340.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60175,SAINT CHARLES,IL,22,3694.79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60176,SCHILLER PARK,IL,68,9506.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60177,SOUTH ELGIN,IL,38,4557.58,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60178,SYCAMORE,IL,18,3189.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60181,VILLA PARK,IL,73,12924.33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60181,OAK BROOK TERRACE,IL,2,363.29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60181,OAKBROOK TERRACE,IL,21,4323.71,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60184,WAYNE,IL,3,219.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60185,WEST CHICAGO,IL,56,7964.49,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60185,NORTHWOODS,IL,1,976,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60186,WEST CHICAGO,IL,1,142,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60187,WHEATON,IL,35,4327.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60188,CAROL STREAM,IL,91,13660.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60189,WHEATON,IL,42,6149.18,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60190,WINFIELD,IL,11,2111.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60191,WOOD DALE,IL,50,7118.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60192,HOFFMAN ESTATES,IL,19,3368.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60192,HOFFMAN ESTATE,IL,1,276,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60193,SCHAUMBURG,IL,61,8630.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60194,SCHAUMBURG,IL,27,3905.33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60195,SCHAUMBURG,IL,4,540.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60197,CAROL STREAM,IL,1,524.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60201,EVANSTON,IL,179,26666.05,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60202,EVANSTON,IL,198,30714.33,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60203,EVANSTON,IL,13,2179.43,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60204,EVANSTON,IL,7,1166.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60301,OAK PARK,IL,13,1979.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60302,OAK PARK,IL,184,28669.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60303,OAK PARK,IL,3,1698.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60304,OAK PARK,IL,101,17620.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60305,RIVER FOREST,IL,22,3234.05,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60401,HARVEY,IL,4,355,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60401,BEECHER,IL,15,2691.66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60402,FOREST VIEW,IL,5,455,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60402,BERWYN,IL,619,113206.55,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60402,CHICAGO,IL,1,329.4,,,,,,,,,,,,,,,,,,,,
